인보이스 번호,5515253163,
인보이스 날짜,2026-02-28,
마감일,2026-03-30,
결제 ID,4907-3667-0302,
결제 계정 ID,01DA80-8E7EBE-D7F984,
통화,KRW,
환율,"1,430.08",
총 청구 금액,"₩586,249,568",
결제 계정 이름,결제 계정 ID,프로젝트 이름,프로젝트 ID,프로젝트 계층 구조,서비스 설명,서비스 ID,SKU 설명,SKU ID,소비 모델 설명,크레딧 유형,비용 유형,사용량 시작일,사용량 종료일,사용량,사용량 단위,반올림되지 않은 비용(₩),비용(₩)
coupang,019ED0-3A1D89-455040,coupang-01 - project,map-for-work-ext-102831228,sphinfo.co.kr > coupang,BigQuery,24E6-581D-38E5,Active Logical Storage,947D-3B46-7781,Default,,사용량,2026-01-31,2026-02-28,0.029,gibibyte month,0.000000,0
coupang,019ED0-3A1D89-455040,coupang-01 - project,map-for-work-ext-102831228,sphinfo.co.kr > coupang,BigQuery,24E6-581D-38E5,Long Term Logical Storage,993F-6B6B-DCC4,Default,,사용량,2026-01-31,2026-02-28,0.588,gibibyte month,0.000000,0
cupist,01D97D-2A4D9C-74B62C,cupist-gmp-project,cupist-gmp-project,sphinfo.co.kr,BigQuery,24E6-581D-38E5,Active Logical Storage,947D-3B46-7781,Default,,사용량,2026-01-31,2026-02-28,0.019,gibibyte month,0.000000,0
cupist,01D97D-2A4D9C-74B62C,cupist-gmp-project,cupist-gmp-project,sphinfo.co.kr,BigQuery,24E6-581D-38E5,Long Term Logical Storage,993F-6B6B-DCC4,Default,,사용량,2026-01-31,2026-02-28,0.056,gibibyte month,0.000000,0
daelim,01081A-01A8CB-23CC75,daelim - project,daelim-project,sphinfo.co.kr,BigQuery,24E6-581D-38E5,Active Logical Storage,947D-3B46-7781,Default,,사용량,2026-01-31,2026-02-28,0.005,gibibyte month,0.000000,0
daelim,01081A-01A8CB-23CC75,daelim - project,daelim-project,sphinfo.co.kr,BigQuery,24E6-581D-38E5,Long Term Logical Storage,993F-6B6B-DCC4,Default,,사용량,2026-01-31,2026-02-28,0.081,gibibyte month,0.000000,0
datasam,019D67-10CBA9-EBA3CE,datasam - project,datasam-project,sphinfo.co.kr,BigQuery,24E6-581D-38E5,Active Logical Storage,947D-3B46-7781,Default,,사용량,2026-01-31,2026-02-28,0.003,gibibyte month,0.000000,0
datasam,019D67-10CBA9-EBA3CE,datasam - project,datasam-project,sphinfo.co.kr,BigQuery,24E6-581D-38E5,Long Term Logical Storage,993F-6B6B-DCC4,Default,,사용량,2026-01-31,2026-02-28,0.046,gibibyte month,0.000000,0
dogtra,01202D-367DB7-EE2696,dogtra - project,maps-asset-07328274,sphinfo.co.kr,BigQuery,24E6-581D-38E5,Active Logical Storage,947D-3B46-7781,Default,,사용량,2026-01-31,2026-02-28,0.029,gibibyte month,0.000000,0
dogtra,01202D-367DB7-EE2696,dogtra - project,maps-asset-07328274,sphinfo.co.kr,BigQuery,24E6-581D-38E5,Long Term Logical Storage,993F-6B6B-DCC4,Default,,사용량,2026-01-31,2026-02-28,0.467,gibibyte month,0.000000,0
smartthings-find,015D54-73AF8D-C0E9D9,find-smart - project,smart-things-find-project,sphinfo.co.kr > SmartThings,BigQuery,24E6-581D-38E5,Active Logical Storage,947D-3B46-7781,Default,,사용량,2026-01-31,2026-02-28,0.024,gibibyte month,0.000000,0
smartthings-find,015D54-73AF8D-C0E9D9,find-smart - project,smart-things-find-project,sphinfo.co.kr > SmartThings,BigQuery,24E6-581D-38E5,Long Term Logical Storage,993F-6B6B-DCC4,Default,,사용량,2026-01-31,2026-02-28,0.47,gibibyte month,0.000000,0
galaxy-book,01A1CA-5274FF-6A9970,galaxy-book - project,galaxy-book-project,sphinfo.co.kr,BigQuery,24E6-581D-38E5,Active Logical Storage,947D-3B46-7781,Default,,사용량,2026-01-31,2026-02-28,0.003,gibibyte month,0.000000,0
galaxy-book,01A1CA-5274FF-6A9970,galaxy-book - project,galaxy-book-project,sphinfo.co.kr,BigQuery,24E6-581D-38E5,Long Term Logical Storage,993F-6B6B-DCC4,Default,,사용량,2026-01-31,2026-02-28,0.04,gibibyte month,0.000000,0
Geosurvey,01FC50-7BB077-5C4C21,geosurvey-project,geosurvey-project,sphinfo.co.kr,BigQuery,24E6-581D-38E5,Active Logical Storage,947D-3B46-7781,Default,,사용량,2026-01-31,2026-02-28,0.003,gibibyte month,0.000000,0
Geosurvey,01FC50-7BB077-5C4C21,geosurvey-project,geosurvey-project,sphinfo.co.kr,BigQuery,24E6-581D-38E5,Long Term Logical Storage,993F-6B6B-DCC4,Default,,사용량,2026-01-31,2026-02-28,0.02,gibibyte month,0.000000,0
git-kia-motors,014168-C030CA-B4BB88,git-kia-motors - project,git-kia-motors-project,sphinfo.co.kr,Places API,213C-9623-1402,Autocomplete (included with Places Details) - Per Session,E9C9-934B-DDB1,Default,,사용량,2026-01-31,2026-02-27,12,sessions,0.000000,0
git-kia-motors,014168-C030CA-B4BB88,git-kia-motors - project,git-kia-motors-project,sphinfo.co.kr,BigQuery,24E6-581D-38E5,Active Logical Storage,947D-3B46-7781,Default,,사용량,2026-01-31,2026-02-28,0.021,gibibyte month,0.000000,0
git-kia-motors,014168-C030CA-B4BB88,git-kia-motors - project,git-kia-motors-project,sphinfo.co.kr,BigQuery,24E6-581D-38E5,Long Term Logical Storage,993F-6B6B-DCC4,Default,,사용량,2026-01-31,2026-02-28,0.549,gibibyte month,0.000000,0
etc,01E541-1BB125-2312C6,gmp-test-project,gmp-test-project-277107,sphinfo.co.kr > sph-test,BigQuery,24E6-581D-38E5,Active Logical Storage,947D-3B46-7781,Default,,사용량,2026-01-31,2026-02-28,4.602,gibibyte month,0.000000,0
etc,01E541-1BB125-2312C6,gmp-test-project,gmp-test-project-277107,sphinfo.co.kr > sph-test,BigQuery,24E6-581D-38E5,Long Term Logical Storage,993F-6B6B-DCC4,Default,,사용량,2026-01-31,2026-02-28,5.957,gibibyte month,0.000000,0
etc,01E541-1BB125-2312C6,gmp-test-project,gmp-test-project-277107,sphinfo.co.kr > sph-test,Cloud Storage,95FF-2EF5-5EA1,Regional Standard Class B Operations,7870-010B-2763,Default,,사용량,2026-01-31,2026-02-28,"40,668",count,0.000000,0
etc,01E541-1BB125-2312C6,gmp-test-project,gmp-test-project-277107,sphinfo.co.kr > sph-test,Cloud Storage,95FF-2EF5-5EA1,Standard Storage US Regional,E5F0-6A5D-7BAD,Default,,사용량,2026-01-31,2026-02-27,0.028,gibibyte month,0.000000,0
hanatour,016740-391F9E-D9ACDA,hanatour - project,map-for-work-ext-125836178,sphinfo.co.kr > hanatour,BigQuery,24E6-581D-38E5,Active Logical Storage,947D-3B46-7781,Default,,사용량,2026-01-31,2026-02-28,0.072,gibibyte month,0.000000,0
hanatour,016740-391F9E-D9ACDA,hanatour - project,map-for-work-ext-125836178,sphinfo.co.kr > hanatour,BigQuery,24E6-581D-38E5,Long Term Logical Storage,993F-6B6B-DCC4,Default,,사용량,2026-01-31,2026-02-28,0.688,gibibyte month,0.000000,0
hmc,01C9FD-268FD1-B8ABD2,hmc - project,map-for-work-int-04626085,sphinfo.co.kr,BigQuery,24E6-581D-38E5,Active Logical Storage,947D-3B46-7781,Default,,사용량,2026-01-31,2026-02-28,0.003,gibibyte month,0.000000,0
hmc,01C9FD-268FD1-B8ABD2,hmc - project,map-for-work-int-04626085,sphinfo.co.kr,BigQuery,24E6-581D-38E5,Long Term Logical Storage,993F-6B6B-DCC4,Default,,사용량,2026-01-31,2026-02-28,0.05,gibibyte month,0.000000,0
hyundai-autolink,014334-757ACF-140FE7,hyundai-autolink - project,map-for-work-ext-61638562,sphinfo.co.kr > hyundai-autolink,BigQuery,24E6-581D-38E5,Active Logical Storage,947D-3B46-7781,Default,,사용량,2026-01-31,2026-02-28,0.011,gibibyte month,0.000000,0
hyundai-autolink,014334-757ACF-140FE7,hyundai-autolink - project,map-for-work-ext-61638562,sphinfo.co.kr > hyundai-autolink,BigQuery,24E6-581D-38E5,Long Term Logical Storage,993F-6B6B-DCC4,Default,,사용량,2026-01-31,2026-02-28,0.512,gibibyte month,0.000000,0
hyundaicard-universe,015AB5-FC9E1A-5F35E7,hyundaicard - universe,hyundaicard-universe,sphinfo.co.kr > hyundaicard-universe,BigQuery,24E6-581D-38E5,Active Logical Storage,947D-3B46-7781,Default,,사용량,2026-01-31,2026-02-28,0.004,gibibyte month,0.000000,0
hyundaicard-universe,015AB5-FC9E1A-5F35E7,hyundaicard - universe,hyundaicard-universe,sphinfo.co.kr > hyundaicard-universe,BigQuery,24E6-581D-38E5,Long Term Logical Storage,993F-6B6B-DCC4,Default,,사용량,2026-01-31,2026-02-28,0.052,gibibyte month,0.000000,0
hyundaicard-translate,017E34-66E7A2-B27CB0,hyundaicard-translate - pjt,hyundai-autoever-project,sphinfo.co.kr,BigQuery,24E6-581D-38E5,Active Logical Storage,947D-3B46-7781,Default,,사용량,2026-01-31,2026-02-28,0.004,gibibyte month,0.000000,0
hyundaicard-translate,017E34-66E7A2-B27CB0,hyundaicard-translate - pjt,hyundai-autoever-project,sphinfo.co.kr,BigQuery,24E6-581D-38E5,Long Term Logical Storage,993F-6B6B-DCC4,Default,,사용량,2026-01-31,2026-02-28,0.059,gibibyte month,0.000000,0
hyundaigloviscoltd,01A70C-54C8CB-B3F403,hyundaigloviscoltd - project,map-for-work-asset-102242301,sphinfo.co.kr,BigQuery,24E6-581D-38E5,Active Logical Storage,947D-3B46-7781,Default,,사용량,2026-01-31,2026-02-28,0.004,gibibyte month,0.000000,0
hyundaigloviscoltd,01A70C-54C8CB-B3F403,hyundaigloviscoltd - project,map-for-work-asset-102242301,sphinfo.co.kr,BigQuery,24E6-581D-38E5,Long Term Logical Storage,993F-6B6B-DCC4,Default,,사용량,2026-01-31,2026-02-28,0.105,gibibyte month,0.000000,0
ibk,01FF5E-93B686-7049C9,ibk - project,ibk-project-326202,sphinfo.co.kr,BigQuery,24E6-581D-38E5,Active Logical Storage,947D-3B46-7781,Default,,사용량,2026-01-31,2026-02-28,0.007,gibibyte month,0.000000,0
ibk,01FF5E-93B686-7049C9,ibk - project,ibk-project-326202,sphinfo.co.kr,BigQuery,24E6-581D-38E5,Long Term Logical Storage,993F-6B6B-DCC4,Default,,사용량,2026-01-31,2026-02-28,0.092,gibibyte month,0.000000,0
GSN-Yanolja Group,016093-630C3D-5C03B9,interpark-tour-project,interpark-tour-project,sphinfo.co.kr > GS-Neotek > Interpark-Triple,BigQuery,24E6-581D-38E5,Long Term Logical Storage,993F-6B6B-DCC4,Default,,사용량,2026-01-31,2026-02-28,0.199,gibibyte month,0.000000,0
jch,01C2B8-01ECD2-F4F755,jch - project,jch-project-210505,sphinfo.co.kr > jch,BigQuery,24E6-581D-38E5,Active Logical Storage,947D-3B46-7781,Default,,사용량,2026-01-31,2026-02-28,0.013,gibibyte month,0.000000,0
jch,01C2B8-01ECD2-F4F755,jch - project,jch-project-210505,sphinfo.co.kr > jch,BigQuery,24E6-581D-38E5,Long Term Logical Storage,993F-6B6B-DCC4,Default,,사용량,2026-01-31,2026-02-28,0.237,gibibyte month,0.000000,0
kakao,011DBA-225A54-E38AD6,kakao - project,api-project-109986790340,sphinfo.co.kr > kakao,BigQuery,24E6-581D-38E5,Active Logical Storage,947D-3B46-7781,Default,,사용량,2026-01-31,2026-02-28,0.08,gibibyte month,0.000000,0
kakao,011DBA-225A54-E38AD6,kakao - project,api-project-109986790340,sphinfo.co.kr > kakao,BigQuery,24E6-581D-38E5,Long Term Logical Storage,993F-6B6B-DCC4,Default,,사용량,2026-01-31,2026-02-28,2.158,gibibyte month,0.000000,0
kakao-mobility,015C5C-C6F675-275BD4,kakao-mobility - project,kakao-mobility-project,sphinfo.co.kr > kakao-mobility,BigQuery,24E6-581D-38E5,Active Logical Storage,947D-3B46-7781,Default,,사용량,2026-01-31,2026-02-28,0.077,gibibyte month,0.000000,0
kakao-mobility,015C5C-C6F675-275BD4,kakao-mobility - project,kakao-mobility-project,sphinfo.co.kr > kakao-mobility,BigQuery,24E6-581D-38E5,Long Term Logical Storage,993F-6B6B-DCC4,Default,,사용량,2026-01-31,2026-02-28,0.814,gibibyte month,0.000000,0
kakao-mobility,015C5C-C6F675-275BD4,kakao-mobility-global-rent,kakao-mobility-global-rent,sphinfo.co.kr > kakao-mobility,Places API (New),0776-5E2E-55E3,Autocomplete Requests,4EF4-B17C-B31A,Default,,사용량,2026-01-31,2026-02-27,"5,398",count,0.000000,0
kakao-mobility,015C5C-C6F675-275BD4,kakao-mobility-global-rent,kakao-mobility-global-rent,sphinfo.co.kr > kakao-mobility,Places API (New),0776-5E2E-55E3,Places API Place Details Essentials,6E05-E1C3-8D85,Default,,사용량,2026-01-31,2026-02-27,774,count,0.000000,0
kakao-mobility,015C5C-C6F675-275BD4,kakao-mobility-global-rent,kakao-mobility-global-rent,sphinfo.co.kr > kakao-mobility,Places API (New),0776-5E2E-55E3,Autocomplete Session Usage,EEA3-417B-DBA1,Default,,사용량,2026-01-31,2026-02-24,81,count,0.000000,0
knox,01A53A-A12E49-A01ECB,knox - project,samsung-knox-project,sphinfo.co.kr > knox,BigQuery,24E6-581D-38E5,Active Logical Storage,947D-3B46-7781,Default,,사용량,2026-01-31,2026-02-28,0.005,gibibyte month,0.000000,0
knox,01A53A-A12E49-A01ECB,knox - project,samsung-knox-project,sphinfo.co.kr > knox,BigQuery,24E6-581D-38E5,Long Term Logical Storage,993F-6B6B-DCC4,Default,,사용량,2026-01-31,2026-02-28,0.072,gibibyte month,0.000000,0
kopri,013F62-29050A-D5FDAA,kopri - project,kopri-project,sphinfo.co.kr,BigQuery,24E6-581D-38E5,Active Logical Storage,947D-3B46-7781,Default,,사용량,2026-01-31,2026-02-28,0.004,gibibyte month,0.000000,0
kopri,013F62-29050A-D5FDAA,kopri - project,kopri-project,sphinfo.co.kr,BigQuery,24E6-581D-38E5,Long Term Logical Storage,993F-6B6B-DCC4,Default,,사용량,2026-01-31,2026-02-28,0.086,gibibyte month,0.000000,0
koreaairport,01771C-2FB3D7-289CF8,koreaairport - project,map-for-work-ext-110155874,sphinfo.co.kr > koreaairport,Places API,213C-9623-1402,Autocomplete - Per Request,7384-2DE4-D388,Default,,사용량,2026-01-31,2026-02-27,"1,514",count,0.000000,0
koreaairport,01771C-2FB3D7-289CF8,koreaairport - project,map-for-work-ext-110155874,sphinfo.co.kr > koreaairport,Places API,213C-9623-1402,Autocomplete without Places Details - Per Session,B52C-8320-6DC5,Default,,사용량,2026-01-31,2026-02-27,100,count,0.000000,0
koreaairport,01771C-2FB3D7-289CF8,koreaairport - project,map-for-work-ext-110155874,sphinfo.co.kr > koreaairport,BigQuery,24E6-581D-38E5,Active Logical Storage,947D-3B46-7781,Default,,사용량,2026-01-31,2026-02-28,0.017,gibibyte month,0.000000,0
koreaairport,01771C-2FB3D7-289CF8,koreaairport - project,map-for-work-ext-110155874,sphinfo.co.kr > koreaairport,BigQuery,24E6-581D-38E5,Long Term Logical Storage,993F-6B6B-DCC4,Default,,사용량,2026-01-31,2026-02-28,0.314,gibibyte month,0.000000,0
koreanair,017CF6-A8F3C0-8F8FDC,koreanair - japan postal code,koreanair-japan-postal-code,sphinfo.co.kr > koreanair,Places API,213C-9623-1402,Autocomplete without Places Details - Per Session,B52C-8320-6DC5,Default,,사용량,2026-01-31,2026-02-27,340,count,0.000000,0
koreanair,017CF6-A8F3C0-8F8FDC,koreanair - project,koreanair-project,sphinfo.co.kr > koreanair,BigQuery,24E6-581D-38E5,Active Logical Storage,947D-3B46-7781,Default,,사용량,2026-01-31,2026-02-28,0.014,gibibyte month,0.000000,0
koreanair,017CF6-A8F3C0-8F8FDC,koreanair - project,koreanair-project,sphinfo.co.kr > koreanair,BigQuery,24E6-581D-38E5,Long Term Logical Storage,993F-6B6B-DCC4,Default,,사용량,2026-01-31,2026-02-28,0.158,gibibyte month,0.000000,0
koreanre,01DE79-524E4C-59EDF4,koreanre - project,maps-int-73043529,sphinfo.co.kr,BigQuery,24E6-581D-38E5,Active Logical Storage,947D-3B46-7781,Default,,사용량,2026-01-31,2026-02-28,0.005,gibibyte month,0.000000,0
koreanre,01DE79-524E4C-59EDF4,koreanre - project,maps-int-73043529,sphinfo.co.kr,BigQuery,24E6-581D-38E5,Long Term Logical Storage,993F-6B6B-DCC4,Default,,사용량,2026-01-31,2026-02-28,0.074,gibibyte month,0.000000,0
kt-online-dt,011C58-F99412-E1FA5E,kt-online-dt - project,kt-online-dt-project,sphinfo.co.kr,BigQuery,24E6-581D-38E5,Active Logical Storage,947D-3B46-7781,Default,,사용량,2026-01-31,2026-02-28,0.004,gibibyte month,0.000000,0
kt-online-dt,011C58-F99412-E1FA5E,kt-online-dt - project,kt-online-dt-project,sphinfo.co.kr,BigQuery,24E6-581D-38E5,Long Term Logical Storage,993F-6B6B-DCC4,Default,,사용량,2026-01-31,2026-02-28,0.066,gibibyte month,0.000000,0
kt-powertel,0170B5-EC75DC-A0DFDF,kt-powertel - project,map-for-work-int-34359667,sphinfo.co.kr,BigQuery,24E6-581D-38E5,Active Logical Storage,947D-3B46-7781,Default,,사용량,2026-01-31,2026-02-28,0.008,gibibyte month,0.000000,0
kt-powertel,0170B5-EC75DC-A0DFDF,kt-powertel - project,map-for-work-int-34359667,sphinfo.co.kr,BigQuery,24E6-581D-38E5,Long Term Logical Storage,993F-6B6B-DCC4,Default,,사용량,2026-01-31,2026-02-28,0.162,gibibyte month,0.000000,0
kt-telecop-police,01981E-49572B-81D8AF,kt-telecop-police,kt-telecop-police,sphinfo.co.kr,BigQuery,24E6-581D-38E5,Active Logical Storage,947D-3B46-7781,Default,,사용량,2026-01-31,2026-02-28,0.005,gibibyte month,0.000000,0
kt-telecop-police,01981E-49572B-81D8AF,kt-telecop-police,kt-telecop-police,sphinfo.co.kr,BigQuery,24E6-581D-38E5,Long Term Logical Storage,993F-6B6B-DCC4,Default,,사용량,2026-01-31,2026-02-28,0.04,gibibyte month,0.000000,0
lg-dmst,0171B4-1575B6-A3A335,lg-dmst - project,lg-dmst-project,sphinfo.co.kr > lg-dmst,BigQuery,24E6-581D-38E5,Active Logical Storage,947D-3B46-7781,Default,,사용량,2026-01-31,2026-02-28,0.042,gibibyte month,0.000000,0
lg-dmst,0171B4-1575B6-A3A335,lg-dmst - project,lg-dmst-project,sphinfo.co.kr > lg-dmst,BigQuery,24E6-581D-38E5,Long Term Logical Storage,993F-6B6B-DCC4,Default,,사용량,2026-01-31,2026-02-28,0.529,gibibyte month,0.000000,0
lg-dotcom,0107E5-3B708B-6A9262,lg-dotcom - project,map-for-work-ext-141712758,sphinfo.co.kr,BigQuery,24E6-581D-38E5,Active Logical Storage,947D-3B46-7781,Default,,사용량,2026-01-31,2026-02-28,0.13,gibibyte month,0.000000,0
lg-dotcom,0107E5-3B708B-6A9262,lg-dotcom - project,map-for-work-ext-141712758,sphinfo.co.kr,BigQuery,24E6-581D-38E5,Long Term Logical Storage,993F-6B6B-DCC4,Default,,사용량,2026-01-31,2026-02-28,2.621,gibibyte month,0.000000,0
lg-uplus,01A6B5-6C03AF-18A33F,lguplus - project,lguplus-project,sphinfo.co.kr,BigQuery,24E6-581D-38E5,Active Logical Storage,947D-3B46-7781,Default,,사용량,2026-01-31,2026-02-28,0.006,gibibyte month,0.000000,0
lg-uplus,01A6B5-6C03AF-18A33F,lguplus - project,lguplus-project,sphinfo.co.kr,BigQuery,24E6-581D-38E5,Long Term Logical Storage,993F-6B6B-DCC4,Default,,사용량,2026-01-31,2026-02-28,0.121,gibibyte month,0.000000,0
lotte-global-logis,01A07A-AA4E87-28F21E,lotte-global-logis - project,maps-asset-13726496,sphinfo.co.kr,BigQuery,24E6-581D-38E5,Active Logical Storage,947D-3B46-7781,Default,,사용량,2026-01-31,2026-02-28,0.003,gibibyte month,0.000000,0
lotte-global-logis,01A07A-AA4E87-28F21E,lotte-global-logis - project,maps-asset-13726496,sphinfo.co.kr,BigQuery,24E6-581D-38E5,Long Term Logical Storage,993F-6B6B-DCC4,Default,,사용량,2026-01-31,2026-02-28,0.052,gibibyte month,0.000000,0
mofa-callcenter,013BEE-9A876F-76463A,mofa-callcenter - project,mofa-callcenter-project,sphinfo.co.kr > mofa-callcenter,BigQuery,24E6-581D-38E5,Active Logical Storage,947D-3B46-7781,Default,,사용량,2026-01-31,2026-02-28,0.005,gibibyte month,0.000000,0
mofa-callcenter,013BEE-9A876F-76463A,mofa-callcenter - project,mofa-callcenter-project,sphinfo.co.kr > mofa-callcenter,BigQuery,24E6-581D-38E5,Long Term Logical Storage,993F-6B6B-DCC4,Default,,사용량,2026-01-31,2026-02-28,0.099,gibibyte month,0.000000,0
nhn,01775C-1F3AE8-963929,naver - project,decoded-pivot-795,sphinfo.co.kr > naver,BigQuery,24E6-581D-38E5,Active Logical Storage,947D-3B46-7781,Default,,사용량,2026-01-31,2026-02-28,0.54,gibibyte month,0.000000,0
newbalance,01A24B-B8A9C9-31E188,newbalance - project,newbalance-project,sphinfo.co.kr,BigQuery,24E6-581D-38E5,Active Logical Storage,947D-3B46-7781,Default,,사용량,2026-01-31,2026-02-28,0.008,gibibyte month,0.000000,0
newbalance,01A24B-B8A9C9-31E188,newbalance - project,newbalance-project,sphinfo.co.kr,BigQuery,24E6-581D-38E5,Long Term Logical Storage,993F-6B6B-DCC4,Default,,사용량,2026-01-31,2026-02-28,0.1,gibibyte month,0.000000,0
nims,01A1B0-97FF7F-A4FDFC,nims - project,nims-project,sphinfo.co.kr,BigQuery,24E6-581D-38E5,Active Logical Storage,947D-3B46-7781,Default,,사용량,2026-01-31,2026-02-28,0.004,gibibyte month,0.000000,0
nims,01A1B0-97FF7F-A4FDFC,nims - project,nims-project,sphinfo.co.kr,BigQuery,24E6-581D-38E5,Long Term Logical Storage,993F-6B6B-DCC4,Default,,사용량,2026-01-31,2026-02-28,0.061,gibibyte month,0.000000,0
Samsung-NowBrief,01FC72-F64E7A-262327,now-brief,smart-things-now-brief,sphinfo.co.kr > SmartThings,BigQuery,24E6-581D-38E5,Active Logical Storage,947D-3B46-7781,Default,,사용량,2026-01-31,2026-02-28,0.037,gibibyte month,0.000000,0
Samsung-NowBrief,01FC72-F64E7A-262327,now-brief,smart-things-now-brief,sphinfo.co.kr > SmartThings,BigQuery,24E6-581D-38E5,Long Term Logical Storage,993F-6B6B-DCC4,Default,,사용량,2026-01-31,2026-02-28,0.095,gibibyte month,0.000000,0
pantos,01EF78-ADF325-25E5D9,pantos - project,pantos-project-256001,sphinfo.co.kr > pantos,BigQuery,24E6-581D-38E5,Active Logical Storage,947D-3B46-7781,Default,,사용량,2026-01-31,2026-02-28,0.014,gibibyte month,0.000000,0
pantos,01EF78-ADF325-25E5D9,pantos - project,pantos-project-256001,sphinfo.co.kr > pantos,BigQuery,24E6-581D-38E5,Long Term Logical Storage,993F-6B6B-DCC4,Default,,사용량,2026-01-31,2026-02-28,0.324,gibibyte month,0.000000,0
pittasoft,01A62D-1B5E62-3F4679,pittasoft - project,map-for-work-asset-81602363,sphinfo.co.kr > pittasoft,BigQuery,24E6-581D-38E5,Active Logical Storage,947D-3B46-7781,Default,,사용량,2026-01-31,2026-02-28,0.012,gibibyte month,0.000000,0
pittasoft,01A62D-1B5E62-3F4679,pittasoft - project,map-for-work-asset-81602363,sphinfo.co.kr > pittasoft,BigQuery,24E6-581D-38E5,Long Term Logical Storage,993F-6B6B-DCC4,Default,,사용량,2026-01-31,2026-02-28,0.895,gibibyte month,0.000000,0
posco,012C9D-13617D-0E734D,posco - project,map-for-work-int-120411933,sphinfo.co.kr,BigQuery,24E6-581D-38E5,Active Logical Storage,947D-3B46-7781,Default,,사용량,2026-01-31,2026-02-28,0.004,gibibyte month,0.000000,0
posco,012C9D-13617D-0E734D,posco - project,map-for-work-int-120411933,sphinfo.co.kr,BigQuery,24E6-581D-38E5,Long Term Logical Storage,993F-6B6B-DCC4,Default,,사용량,2026-01-31,2026-02-28,0.053,gibibyte month,0.000000,0
rememberapp,013CF7-D8746C-596785,rememberapp - project,maps-ext-27143441,sphinfo.co.kr,BigQuery,24E6-581D-38E5,Active Logical Storage,947D-3B46-7781,Default,,사용량,2026-01-31,2026-02-28,0.006,gibibyte month,0.000000,0
rememberapp,013CF7-D8746C-596785,rememberapp - project,maps-ext-27143441,sphinfo.co.kr,BigQuery,24E6-581D-38E5,Long Term Logical Storage,993F-6B6B-DCC4,Default,,사용량,2026-01-31,2026-02-28,0.112,gibibyte month,0.000000,0
s1,01C390-6833DC-7C05CF,s1 - project,maps-asset-21630576,sphinfo.co.kr,BigQuery,24E6-581D-38E5,Active Logical Storage,947D-3B46-7781,Default,,사용량,2026-01-31,2026-02-28,0.013,gibibyte month,0.000000,0
s1,01C390-6833DC-7C05CF,s1 - project,maps-asset-21630576,sphinfo.co.kr,BigQuery,24E6-581D-38E5,Long Term Logical Storage,993F-6B6B-DCC4,Default,,사용량,2026-01-31,2026-02-28,0.243,gibibyte month,0.000000,0
samsung-carbon-emission-management,01D8F9-ECCC8A-C07C79,samsung-carbon-emission,samsung-carbon-emission,sphinfo.co.kr,BigQuery,24E6-581D-38E5,Active Logical Storage,947D-3B46-7781,Default,,사용량,2026-01-31,2026-02-28,0.003,gibibyte month,0.000000,0
samsung-carbon-emission-management,01D8F9-ECCC8A-C07C79,samsung-carbon-emission,samsung-carbon-emission,sphinfo.co.kr,BigQuery,24E6-581D-38E5,Long Term Logical Storage,993F-6B6B-DCC4,Default,,사용량,2026-01-31,2026-02-28,0.017,gibibyte month,0.000000,0
samsung-dotcom,016022-EF4338-D39393,samsung-dotcom - project,map-for-work-ext-95010639,sphinfo.co.kr,BigQuery,24E6-581D-38E5,Active Logical Storage,947D-3B46-7781,Default,,사용량,2026-01-31,2026-02-28,0.099,gibibyte month,0.000000,0
samsung-dotcom,016022-EF4338-D39393,samsung-dotcom - project,map-for-work-ext-95010639,sphinfo.co.kr,BigQuery,24E6-581D-38E5,Long Term Logical Storage,993F-6B6B-DCC4,Default,,사용량,2026-01-31,2026-02-28,3.04,gibibyte month,0.000000,0
samsung-find,016B7F-A966CC-66E2B6,samsung-find,samsung-find-410705,sphinfo.co.kr > samsung-find,BigQuery,24E6-581D-38E5,Active Logical Storage,947D-3B46-7781,Default,,사용량,2026-01-31,2026-02-28,0.078,gibibyte month,0.000000,0
samsung-find,016B7F-A966CC-66E2B6,samsung-find,samsung-find-410705,sphinfo.co.kr > samsung-find,BigQuery,24E6-581D-38E5,Long Term Logical Storage,993F-6B6B-DCC4,Default,,사용량,2026-01-31,2026-02-28,0.451,gibibyte month,0.000000,0
samsung-gsrm,01E448-A8E45E-EBCBBF,samsung-gsrm - project,maps-int-11739052,sphinfo.co.kr,BigQuery,24E6-581D-38E5,Active Logical Storage,947D-3B46-7781,Default,,사용량,2026-01-31,2026-02-28,0.014,gibibyte month,0.000000,0
samsung-gsrm,01E448-A8E45E-EBCBBF,samsung-gsrm - project,maps-int-11739052,sphinfo.co.kr,BigQuery,24E6-581D-38E5,Long Term Logical Storage,993F-6B6B-DCC4,Default,,사용량,2026-01-31,2026-02-28,0.158,gibibyte month,0.000000,0
samsung-m-gspn,010B50-E40E72-1474C8,samsung-m-gspn-qa-project,samsung-m-gspn-qa-project,sphinfo.co.kr > samsung-m-gspn,BigQuery,24E6-581D-38E5,Active Logical Storage,947D-3B46-7781,Default,,사용량,2026-01-31,2026-02-28,0.015,gibibyte month,0.000000,0
samsung-m-gspn,010B50-E40E72-1474C8,samsung-m-gspn-qa-project,samsung-m-gspn-qa-project,sphinfo.co.kr > samsung-m-gspn,BigQuery,24E6-581D-38E5,Long Term Logical Storage,993F-6B6B-DCC4,Default,,사용량,2026-01-31,2026-02-28,0.133,gibibyte month,0.000000,0
